video_id,hour1_views,hour1_likes,hour1_comments
4mpSIoRXIN8,899,38,0
yRVM4aNHmMk,551,0,1
bH-w5ztw7Qo,312,0,0
L_B-9AF7Egk,7049,265,1
Wzhpkl7nArI,7007,434,21
EhbzK2wagJo,3293,11,0
E1EEljGhYPc,132,27,1
wwyWVmsQVMg,813,8,0
AKKon7SR2zg,2480,280,4
MRrUUF0M0t0,418,4,0
zR5PdLeqlHQ,1064,27,0
Lyfy6s_ySq4,1390,194,5
PYPaSHf9NiQ,874,4,0
tMBr4oc6Q-A,848,0,0
rJwkQ3f7MG8,1040,12,0
9T07azGZYVo,2743,17,1
jShwlr8_wOM,260,6,0
q3qGVNWbYxY,515,7,0
jjWCnE0PKsw,252,0,0
FHXGbrEduvM,1502,17,0
9qy12zMaX8U,5268,0,3
ZAnXwn3al38,223,10,1
C0I3zJpBWOg,1717,0,20
-LaWylaJfS8,5385,503,1
17Y2uD3MK_k,1087,11,1
puh3K5fANE8,1047,10,0
q_dVSIsJtlo,1423,63,0
U3e4hQtyJac,757,7,0
dv8FljTJtSc,325,4,0
OLlj0-hTRno,118,3,1
wUiGXpaS4a4,669,224,32
MAApPtwWOwY,427,0,0
77hdYda8uSc,4773,85,0
nY5Qz8lQxmc,747,99,2
4DUql2PzhhQ,1512,216,10
KhJXA5nPZl8,2066,46,0
4Nl0iDw-EXI,1286,59,19
3phLkIX1ivs,967,49,0
GwqAfieo4Jc,769,41,9
7lIbfNPoLSs,3342,407,2
2zfMoGnavhg,2144,72,0
wkhJPEyhph8,2000,97,3
U8ApMCPmz_0,527,6,0
1AdFjH2Mk6Y,577,10,0
TRyMJC35SpY,884,9,0
CSe1dVPaKT8,643,0,0
Aao5B1YHcuw,4446,68,0
DK-s-mb1y4I,1813,0,41
IhMEHKhb-Lk,689,32,1
WLg4Cmj6VC0,552,8,4
cTM4blQ1zQs,992,10,0
b4R4yeN-kLQ,808,19,0
XQDq5ia0bII,644,2,0
mFkE--Mia5I,770,8,0
C1gMTvREdOw,450,13,0
bFVBL-oTQos,1019,6,0
slVU9auBI9Q,2884,139,0
fxCV5X8RLe8,1411,10,0
o5e0G2BxKkc,10471,224,0
fg8ugSCNk2I,4740,131,14
yxOtU2EWIsI,550,4,0
HieTef_MQY8,490,73,3
Nue1F57BVng,366,7,0
Qsu5eIsx3b0,771,16,0
7C_bAQQXluY,208,2,1
52ToKGvMZ6M,2145,447,32
rQHGnrw47tg,764,14,2
F_5ybSTwRiQ,2088,0,2
AJl1M0vYRTs,5067,3771,14
G-3KWZX2y-Y,789,27,0
OekteXbwu7k,634,7,0
YFdiWey92QE,2937,0,32
NzvU0wVJWl0,714,0,0
ox21hjuRAm0,20530,1433,19
XyCvVn8nh18,5179,201,11
ExdW0FWw2rY,5954,50,0
GzwH3XmeULs,2581,24,0
h7DAtzHPg14,4229,588,139
0xd_GFEDikw,249,0,0
X9fNfPyk6xg,1,0,0
CB04i3HUKqY,3843,217,78
VwY8Mj_gl9s,486,80,23
LvCj5d1qdBM,2074,294,21
TM1dXR2wMaE,1052,96,8
-f_dMcSxZWs,641,0,1
BkYbY86n3Fc,397,36,2
PuRxfXZlLJI,397,3,0
SLs3rJsX4DA,1380,457,67
j0dfAvL4rFc,641,0,0
jtMmh5FsRVw,608,4,0
B8dX7UsKiOY,4746,0,6
BL4LbF8DUWo,4783,2185,14
9AxU_let5f0,1483,15,0
AF_TDRF0zJI,641,13,1
IvUiWXt2cTY,0,0,0
hfxeNl_AWlI,2106,92,0
NgZ-dCgDbE8,1515,28,2
hZmfDLjFk9U,655,0,0
cW_lphWOEf8,14774,1423,16
yW_z01sRPrQ,54149,0,1
Pcy8esOhfdI,2347,218,2
9_0E-x8xTC4,365,5,0
HNS9-s-WyOQ,788,6,0
0Bn6vXQDz_I,771,8,0
tYCHc_rH7eo,566,6,0
ZXwG9q_lUtM,415,10,0
X0ByJmZUJ7c,613,5,0
ojnlN_qYvLE,404,3,0
q4D6QJbjqgo,5209,0,6
ERg4Cfoux34,2001,346,3
VP58ZlwJJ0Y,447,6,0
OEDgbKIl0iY,14401,0,0
uavPK-u3iU0,224,13,2
nfSsfFPgu2s,741,0,13
Swg_AO3Y4mo,602,11,0
6lz1EgNW9kI,619,21,1
f1PDyTGQL3M,2955,0,4
oGMbLatEz5w,2179,11,0
T5OtljuCmvg,1126,9,0
-9iaGZA0v-s,1,0,0
5XG_VbEQ9Tw,1333,0,1
5GyN_DBbRjk,518,7,0
MFc6ptZDeNg,855,27,3
mKqUcLGNR_M,328,42,1
38Q0h14e3Ks,327,4,0
Ef_uuz879S0,2570,60,2
QBzArKodLWU,2,0,0
uPddiCEgAYQ,500,10,0
u6p0t_hswyQ,652,0,0
FxRghK9lCRY,1884,135,4
7lArBKULmSA,3250,0,1
Ikzz-1BGjzY,2655,208,26
VNq4mSKypI0,705,0,6
H7-mPwnXONo,2827,0,0
_BGOif3IV0s,511,3,0
7uVeA0Q513E,1558,30,1
EMar2mMp9W4,464,12,2
OeL0OPKmyRc,2643,197,9
cQpg3DhgZZk,2182,126,1
YsNoHOyiXoo,5123,69,2
cLcgJ5LH6ho,4265,56,5
BpQQ03ijEl4,3987,352,0
DwBfvxhpBs8,569,21,0
ngn73gtyPgg,2235,95,18
wGBCp-YkZf8,361,7,2
hVpRD5ZYXzU,4551,340,8
97aKBdBzYls,7,3,0
NxnXqpc_c4E,554,5,2
jygGY6T1Viw,7452,795,12
LNhDVfYNUbU,2201,110,0
kbpxo9PAZ0Q,571,11,5
N8w16gx-xEk,5518,156,2
adnsQ1S-Ubw,11331,231,1
pyxz3eaebcc,258,20,9
HkBfMrBiJRM,1706,6,0
WbTs6bouIYw,397,3,0
pDINF7WgWzU,914,3,0
nMghFaTTN60,191,0,0
zG342gsPuMg,634,11,0
dJfUWgSFB48,1096,116,5
5vrTYmbvCJQ,1,0,0
7PKNOs1XQZ8,1014,17,1
fA5o1AzauKw,724,55,0
qYpKVIOdy2g,1539,61,18
-apj6hw3ySo,872,15,0
aSKrRFW8_SU,349,132,20
0ylKdXm_G9Y,283,0,7
w0TCQh-eJrY,2171,0,2
fi5giibA-9E,914,16,1
YaL8cU_YNRM,891,4,0
E20eXw_4OYg,737,21,0
zNtC7mmNw2k,886,22,0
GJrhIa4C9yI,2997,193,2
_BrS1cQNcKg,3081,110,1
Cb089ut9ja8,586,12,3
uccHAi_FnN0,27370,192,2
13b6ZumfRe4,622,21,0
7hwtF87j6YI,7822,463,76
MPkGF5s3eRw,371,0,4
BoR_sHTVAfs,4716,29,0
-nnlwWBLrlA,1524,0,12
4h7nvNuiOo4,3710,23,1
b6tkSv1Q4K8,27301,3150,58
fSMrj8BqRYg,5208,650,9
I0VgI2F6whE,27420,306,1
cA7RbmTp4bE,244,14,1
n-7-OrWXG9w,1587,0,3
K7YjQrcgYwo,420,31,2
UeLyxqSYVdk,525,46,3
CDkIe2Grd2g,415,8,0
h8cObimwSvc,568,289,21
-_OeyBQTe3I,4959,69,0
unhE8T6YNik,22561,0,46
bpDZJLUO7EI,2767,0,2
M8e6WTzNF5I,1623,0,2
_nkL-PfCxew,5027,244,2
j5at6FV_T6M,627,0,0
NmU8t2OW3s4,3913,554,30
4N-7L_hAJy8,535,10,4
lbTI_2BtI6U,5034,158,33
t8O3tjCgbg0,1527,0,1
0BuSShEAchA,53771,4575,167
ccd2nXeAGIk,5350,598,5
bL7ryuurl7Y,1281,68,4
hvKWvVF7Is0,5844,339,3
ORoh3p1UsPU,137299,0,2
xXmbwTWXLhY,2518,430,4
kvqi5Sih-iE,7736,704,30
j7XfSZ_d374,280,0,1
oR0aPI_VI2s,128,0,5
6ShSPwa96fs,576,38,2
knJ5GKvs_BY,1519,56,0
mfBgAwGidzQ,8331,716,9
YH8ljPlOT88,0,0,0
bxGogJa_Tb0,6226,41,0
TuihawDGYgc,344,4,0
wRehDUhJUtw,593,11,1
PnWmHA32ujs,738,2,0
p1pEaEWhOws,784,13,2
RhB0pdHU6jg,415,6,0
5hH3NUXKncM,654,3,0
dkWcnz3xHHs,972,4,0
JlvFVfmAe2A,188,12,0
qVKah8j_1R4,2770,297,9
UAG47kTF2Rs,2272,724,4
j7VOyal3pyg,1786,71,2
dY6SRN50Qqs,667,25,0
8bseSS20p70,689,20,0
jNIH6OleVDY,38078,1906,10
z5N3DTwD-88,1125,80,1
9WSnF44w_tU,33,20,15
Rv2-Pd1PZ3I,125,6,0
CPeUGmbYaUo,818,0,0
jvJa2qk54S0,1308,4,0
-_opv9yDimo,416,8,0
OTS9_WpMDn4,919,0,0
Tl0T3uIknqc,931,22,0
R4DT-P4WZdM,591,19,0
PvjctNaPBnU,598,5,0
lkPeYbVYmOQ,780,3,0
lNa5GFLeE8I,820,6,0
n-XdkhJSGAU,654,11,0
xM6YyrhdOW0,478,3,0
sUX8d5QAS1M,5391,813,10
yksLrIahN80,743,163,7
xHLTg0TZfsQ,495,3,0
MPgb4PRlwsY,468,2,0
EO_joMMCiWQ,1937,0,2
sSPcGp88v2s,1077,48,0
uRSLgKQ3-ac,820,8,0
NEdXL89nxUM,270,4,1
yQ_-vnGEmEA,367,15,1
PB1NmLF7TeE,2340,159,23
H7gYana4f6A,4463,49,1
moLA50Z6UpY,694,8,0
VmDO9mcAO0U,0,0,0
TMSs5h2jJpY,3272,18,1
jRL5GxoKT58,368,9,0
KMBNSV2VBH4,440,4,0
iSPPVyy1QUA,682,11,0
9FxL1SQl-JY,963,47,1
xfc0OVFlXsM,35328,1364,6
pYrOVD6LsOg,45,7,2
6oOOTWPkgq0,403,0,0
pjFf4XhLf9g,1575,0,8
YWjPisQwGco,1302,41,0
lo70IerC1ms,1061,0,0
zKJ1LUn9OIc,3223,288,1
WRONC2teUfI,1247,4,0
UauURNBNdLs,237,15,4
VXJnrDUeEmQ,358,292,1
Dc19IrHNdWU,3078,0,0
4nVoJRsGU8U,1083,10,0
y3Hk-VBo40Y,9019,219,6
ORVFZ-AMhnc,850,34,1
gLH88mz5h6Q,882,48,11
b2PL7ftEdBM,437,40,30
Y-KTt4W-mlI,1550,0,15
b3qkWAewtdw,2701,0,1
aYrj6fqsO0g,3508,16,4
d-026IcXe4w,498,79,6
TU0Db9tCbIA,384,7,0
mixmvW__m-o,881,0,18
3YKtTDP-m0I,1160,23,0
I_2NpMImUto,402,6,0
DWuZO1rfrvE,578,52,5
H-HAEcTyGyQ,5402,0,2
gpUaRJ2ySOU,1004,83,0
__ZP3SrwQiM,43386,317,4
BIfGYQ-1QuI,2080,27,0
8B9YjCTkt6k,1467,31,0
xfAHfUAInnQ,2614,72,0
wH6hgwaaaAs,1361,12,0
uqFxHgnHnX0,2991,881,5
RvTslZZ5O7M,900,14,0
JujW4gkoIuc,795,0,0
ESpDf6d9WBw,935,9,0
Q-I-KfPF958,2241,0,2
-8ZYBU2xVws,1274,26,8
tewP4x8O5Jg,814,0,0
VGjveuv_d4g,595,0,0
Uf-HU7cX1Xg,913,0,0
-g-tyU8dvD0,1074,23,0
14No35u6qJg,394,6,0
AomOdKR_I4Q,496,180,16
t7YuxH4uDSM,841,16,0
daQ4nRqhbzw,657,13,2
bd3mbiIs7UI,863,0,1
ohPmkWoSaCg,152,0,0
VCeMkHGnnZ4,384257,0,1
qT27diMi5zI,2620,190,23
cZr40HaPd8g,260,2,0
2E_anXrCXZ0,1206,8,1
FKtLdhhwLAc,1388,0,0
WhEdS4iFsms,798,45,12
ZBRw10V5QI8,3058,48,0
d6WPFj5rJfU,4797,196,0
JZsLEt4a_jo,1104,51,5
W3K387HSd9I,13641,0,2
gZl4UrAhwS8,240,1,0
VHE6bExTe8Y,226,0,1
SH2vG6oakF0,1355,12,0
Gdk0tWl2TlA,372,18,0
sJbBC47xPzo,1919,0,0
bJZNULUZV9k,1959,0,0
nKXIVdwPD8c,1398,17,0
mxdYHgBLUVo,576,23,0
77WQCuVZGQQ,4955,0,71
g7-hqyYb1Ww,963,0,0
NVxF6M7EESA,528,86,21
-IhihPAwiuM,4372,264,2
d9pfFT7soiA,5089,116,2
Qei7Pm2JVnY,565,23,1
6xO4P-BPbx4,369,23,0
9V3VXOLkyC0,1954,479,30
EX_P8o3aIug,37,6,0
wj1vqmCme4c,869,41,0
bBBlf5ajVCk,2303,125,6
u5y98NajEIQ,4084,1212,0
sRgTNjZVios,1976,78,2
EO2I17X0eeo,492,13,0
hN0saZi3YRs,2381,12,0
mQBs3Yh__Tg,1644,0,20
XyyYMA9Yvhg,2459,120,34
hefHIDiiZww,2429,235,4
6txw_c7OktQ,446,12,1
3azFWto-AYs,1245,0,1
roymOFsOjyg,3220,111,0
HjUoIljI2Bc,5177,0,1
ti3JzkAFWKg,825,57,4
c9hRECHNbf4,4344,766,4
0yQtCWQUyMM,109,15,3
sTOxFX8fKKs,4338,475,3
4ezVmnfoMm0,544,73,14
r1qrSj2T-ps,605,1,0
LfvWQL9hcE4,752,62,2
sFr-8Q2ZcPY,13463,652,3
iMQZS9gnjD8,485,4,0
lyF1oICbfdk,614,0,8
Y1jaBm4duQ0,5594,75,1
RfpIbc1uR0g,937,286,29
QfOSN2ZiPPg,729,0,0
-8eeoGMI804,2908,626,3
cG9wxVcROCo,352,0,2
dT0UmvDIFGA,2,0,0
0EbOcLzhlWk,567,22,0
ajbgVPi7hss,831,31,0
qhf_HZKHHig,449,0,0
3wQFS81wKMw,976,26,0
ivc_4GT195o,351,62,5
zVSUVtvWp8E,1447,3,0
iE_yxX9xols,750,17,0
5dyWMCjglTY,189,704,31
IAsoz7_ty7I,844,40,0
uAX-PL1GprQ,1129,201,5
Ysr9eBeSa6c,1383,26,2
OGWY_jJSBlw,5065,390,100
JS7xrE_dEvk,20949,3083,25
ObbJroVYW48,381,72,0
DR1ATICReKg,2970,0,4
2DBl9phX0a0,305,9,1
S4WxKd-BXQU,567,0,1
g6OTiTDPimU,65,10,2
wu6z_hFGJwI,14585,0,2
BoZiASyew2w,565,23,0
EOzb9rA6VNQ,1755,6,0
PiK0SJuq3I8,657,49,16
OQ3Z_4S7LmQ,1984,47,0
JTedLcAx73Q,4463,129,0
OkPSdrlFd2g,449,1,0
iABijPAk2kA,155,2,0
j_bqUs93TLU,150,1,0
IoRJPsEw_pM,289,9,0
TKYd7sd1_-k,371,5,0
_GF1n2IjyHY,326,33,1
f-gbIFpDoO0,769,10,0
oDZwbywb_ss,300,63,4
PAJDHLqwwfI,366,70,11
tiJ072hxS0I,1407,0,0
hx1z9tVbnYg,1519,12,1
1unrg7nGEJI,718,3,0
Dhj0UBdP-Ak,811,110,8
fRdpA6jFBI8,36,9,1
vADq58MpBFg,1134,14,1
bThRh1FWCkM,10284,1888,31
G3h5LkuB8Lk,715,107,1
GIcXHV04Q1Y,919,128,81
oukyHzf_3cQ,178,24,0
52JTJgub_3c,627,63,19
5FKWhf-0ekk,4106,12,0
LaPADknH_-k,83,21,1
_wqx-tz_lBU,4894,620,20
Em_PXfOHZeo,196,28,8
6dv9vMY0G8Q,4984,43,1
Ipt_jFTqSHg,5306,1222,54
fJvG16oWl94,366,55,6
sAirodMNsiQ,521,133,23
kukz7MW1w58,96,21,4
EO15RsgSoYk,1239,350,42
YF7QQ6UDnyY,289,70,22
vO3On5zTaRU,1103,48,0
G7l67gwgeWY,1459,52,2
J_76Tq_fwO8,1201,443,48
UbPXknyZcH4,337,19,2
bhAJAJgoD_s,905,8,0
4Z-yFIljdJY,245,18,0
S4Z1viytMVU,1929,90,11
xh9gcOmcPOc,1936,416,11
UBJ3mwqUR04,661,27,0
naWX0OFiefU,10,4,2
vJ-hT7YwXL8,539,87,1
XJotDDhp1AU,2688,397,13
6wpGIs3Bn-Y,1142,167,8
wLLJ3UwQ920,867,95,5
_kEGeZ9GW_o,712,71,6
asO8SIP0y2Y,421,8,0
qfVql7Uoc48,1780,66,16
SW9FZeonc5I,0,1,0
6esUpLgUI3s,314,93,17
L3BUjzgGfb4,216,43,6
SZ2RuZShzjc,17,2,0
MtmmFIgM7LI,8036,470,13
p3gfFHorBTI,572,13,0
3XobbQR6DXE,281,5,0
ukwj0r59INo,640,40,4
Ztm22waXDmg,388,157,11
amAGr40E8OE,602,18,0
4qt6c_3Kl7w,178,30,12
3rL90glPRrk,109,19,1
dk9PMDnJmd0,433,21,1
3eNaBFlAX4A,318,21,2
bZH_kUty5Ic,48,1,0
mXI70HooKU0,166,31,10
Zte8itD2Fj0,14241,1880,50
EG7dnzazk-4,708,7,0
wFRpCR6Fob8,10,5,2
wgUMWU2xBUc,86,2,1
C88qZ9cAE9M,1873,252,43
x1gqgNM3Wvk,7551,517,28
nggk7IzJjW8,4448,153,17
n8Pim4NwFxw,889,255,48
Aj9YhCmTbr4,3985,276,8
gOHtfSVxuTY,3341,954,61
LAwBRmAKu2U,964,6,0
WWQhjS9UuUg,256,33,3
DLjaP3P7PD8,83,12,2
wFPgqvME8H0,405,47,3
hf6ziCOR3m8,1121,25,2
S6Ms79ChZFk,4353,18,0
rCcpshA_kas,2100,7,0
VZUhsS84rdg,796,8,0
oe0qTAKeH7k,265,2,0
ejnVOGm1xhY,800,3,0
43gptaZTrLg,815,0,0
ypx1UAmkbTc,820,8,0
rG8DEOjhADQ,778,14,0
Odn4v5hu8RI,4,0,0
lOCfXyQV1O8,1618,14,0
eywkGjiMHG4,159,0,0
vCODxEr-Pew,1106,6,0
eP1Qr0RtK8U,14,3,0
VTHn3f4ktQw,1365,37,1
JpnSaJJdyy4,156,0,0
Gyg0suraL84,3551,0,0
WFND8On3o5k,113,0,0
eW6aTfKLc4Q,524,12,2
-afPZbNxAfc,11324,608,19
To9tDMOfgh4,2548,31,0
mzCSjpV2ZCI,2392,157,7
gDOgxyKgpvI,403,15,0
fuqGxBgUpg4,320,1,0
HTUA9SbWlD4,477,0,2
1w5P0KDntd8,2322,0,4
D11lBd4Ahac,96,2,0
N4XP7mTpqj8,512,482,0
WyIKU8YQ240,829,72,14
YOhDYfpUNx8,1143,0,2
Ia1qZyubgfE,3565,0,15
sm6h6IzMzdo,3357,32,0
Dctz5WkFuUM,533,0,0
GmYx6aM5RrQ,1032,45,8
AW7fQYXgtoY,235,11,1
XXsugCMJ7fo,148,11,0
r0N7FXl-4kw,1593,135,0
gwFAoRdcfPg,749,17,1
_QmM6s81GT0,143,1,0
npXpBT-K-Aw,1845,0,0
A21EcXGrSK8,955,12,0
keo4aXp96FY,916,20,1
L7Ofmb5mFrE,267,0,0
3J0rv14F7hI,242,2,0
5LceNiIhH3g,441,4,0
17ZsQl-wzWc,684,0,0
gmAzmpEUwsg,7906,543,3
I1EM2IRFgK0,4757,327,1
9toaeG-s90k,2828,15,0
lsMGxe2o-bk,1494,19,0
f_dlwXuZtJc,642,9,1
70FrejQVxow,1400,18,0
N4QL-ZuaWBA,592,8,1
HkvlTHE_A0g,6613,648,3
qTu2QRtIf08,5503,0,7
XXoTszAJdZU,279,4,0
n9WCSpcfFj4,491,0,0
n-e9vwO5fgw,977,3,0
t8N5FaeRlZA,2342,24,0
WiVU_qfFJ-0,604,5,0
xq11-jXVd_w,1044,4,0
YFwTUZRJ1W8,107,2,0
MKrauOJuz5I,6095,173,2
zSU3-oqhGr0,597,110,73
d6QW31Rcqh4,562,55,6
q_QKb_Sc-ZY,1937,0,9
JgNnkImmyKA,4482,0,9
LhVH7vi4VcQ,4869,23,0
LqA3o8FI7hE,13053,3738,676
ZlPsNKCCuVA,498,20,0
3kF0sfQe1SY,3712,139,3
pPTpQRsld3c,1065,66,7
nAiZynTTl6k,795,2,0
5f1-vNKm6_0,489,6,0
xpfxrh5gjjY,666,2,0
d_JjQh9fyyY,236,0,0
lp0Ea3VTvgI,1003,131,6
eTQAWA9yaI0,156,21,6
r8r0i9kz7ao,851,9,0
ny1SWxMdLGs,518,0,2
G3SksDwXojU,571,95,3
BgLj-QobouI,1038,0,0
4AVFJVDL8TY,719,0,0
hsWMfe0hBkc,479,15,7
GuvgO4vInuM,1597,24,0
0HjuONI42Qg,488,10,0
Ah5O0wLKxFs,997,44,2
nCJBgbVVkR8,643,0,0
E-zkvjMWSRI,1296,54,9
dKTqm9LSKu4,1260,12,0
ZRDaZUQrJM0,325,4,0
fXiTPfxVNx0,4048,16,0
xhorRBDczfQ,776,3,0
1kEDQ2W2GIA,2072,20,0
tW38GdAfbas,598,7,0
NPyaQY-FLmw,780,4,0
NMN-oC7vBtQ,1949,205,3
VwqJxoV5zRc,457,22,3
vkw-T7j0Hqk,1712,1,3
57WbrgrLl8o,1643,55,0
h2NA7qMVS3I,1626,0,3
jBTuIwtlF1k,2093,204,1
6Vfn7b8urEs,1453,0,3
Ic0nhWy9Yhk,2747,168,22
UK8_5T1RAFE,2770,0,0
YNsytyWC0EQ,277,15,1
u9haVSDmjLc,260,4,0
7Mkutd2YdfQ,1053,52,3
2tw6IKWmD_c,2085,182,28
MRzwEL_ZrKs,316,0,0
NLHxF_6e6yE,2531,0,1
iDeGvLfibb0,673,58,3
2s5Fspy9sIA,979,11,2
g1MZaFHgIPI,1343,0,0
qtX8yTI3Grs,2920,0,0
OwmTq0lNPtQ,1326,133,11
ih1bvXGIMvI,113,11,3
lvh1322PBX8,325,7,0
6sLrNsXFbqc,353,5,0
XzZ3sFVfg2k,4749,0,28
H87La9BLfYk,502,75,11
BZWZTvYdzEU,6506,791,10
faBJ3AwX97c,710,1,0
Apc4309bEmk,598,10,0
QEz87nQYNKQ,13180,46,0
4Fe8XSUp1R4,533,4,0
hvd1EH84rkw,5379,27,0
YSY32KWUdbY,869,36,1
qIB7Y3NGu3w,2679,122,2
8fTw22tYGgg,2717,0,0
b358zxH-H9E,789,5,0
e-aTIqhAxR8,569,33,0
Aqzgy1YJjFQ,1367,136,5
js4A98iBujU,528,12,1
It_Kw7jRNzQ,327,31,5
YCm7R6Bz-cE,1557,31,0
BXf_5pHhMqk,1604,21,6
BrFitl4C0Cg,3219,104,10
yKDphK1DQ0M,4533,0,6
HWXBO4Awfu4,2291,22,1
IO44bDd0wME,472,11,1
OaNtmZpKbDs,2089,242,9
FyZv2pmyUms,872,95,6
x_LVBgBjQqU,724,38,5
PSQLLLtQWwM,938,0,0
A8Na7FVGoKA,1556,151,6
JMMBVCLv-G0,7815,912,10
BriYPbeZGGY,5412,502,14
bV-09zgOkhs,2723,12,0
VlTbsptjkHs,1547,34,0
kP9DC5Ydi7M,1215,49,5
dIj5wHn5rxE,4213,311,11
xt0t2dTYLbg,898,28,0
wbkDQLZHwns,1121,198,4
NEg1Ztp4zNw,6400,767,10
kmZUj4hCWsE,487,0,0
7QmzoiIVNQ8,681,7,0
DPs28qbhvH8,863,9,0
2VIWFpaf2w4,390,0,0
LU2MMLSmkGQ,1025,26,1
2sQaBQm8_ac,254,5,1
FbxBle99GQ4,1356,0,2
pmRGac038QY,1951,28,0
EYd7APDzJJk,761,15,0
IPysZ8_fLgY,1008,27,2
XCa07VV4mzk,3299,0,0
cYG76ohixa0,2031,403,16
tRcWIQUIy10,2403,0,0
0ukD_Cc2h3k,4907,473,3
dLYUv-RL4Y8,13416,1292,22
vPRFphU1ffA,2080,369,5
7hlLLT10wcs,1526,0,0
dqjc4FdclDE,6045,1190,284
kKEyxJhQJ5E,2249,0,2
ZFPXVlqGW4E,13418,272,0
JeXqf8569NQ,3259,0,10
hXmcHJRjRyQ,18339,0,0
v8U1C52Z8I4,2367,13,9
qnaywikoHj0,620,36,1
MptAAzSnep0,621,9,1
F_wcQa5edeQ,1233,100,22
xTbq0FeAiRc,249,700,33
Pa0lmszVqzs,434,5,2
Xkrj6OW9RIA,4170,0,0
M1z-GiJhJms,427,22,2
PrFGLfXU7a8,1184,11,4
CpGn6qINcTc,655,30,3
jCbK3JFlupg,6142,307,20
5eKkNcdcTuA,785,17,0
tPDiQA-iJWA,591,47,5
o7HjrSJlJ-4,3667,35,9
eXet3ba0-wo,390,19,0
W40vqD65oAc,1117,0,0
w94XS2Ubavo,712,18,1
xBgW1tK-ZKc,5323,922,6
63bxlv75fbs,677,6,0
36JIYBb0eOA,2136,15,0
AZIpFxpFCv8,453,32,2
4sEuH54Ydlk,447,41,9
X3dbkE6GLiE,723,120,4
PGYm8-MeoZo,2472,24,1
4Haqnby7K5c,4044,101,1
LHnYf0Iuc9g,2545,0,4
TN-X9MJNC3Y,1182,13,0
cZXpf5_BtDQ,2150,82,0
NrKIUTW8K8c,828,73,2
PfE2cs0YMAM,2354,79,1
Ic9Y8ljJLw8,877,14,5
I0yfolzh0vI,167,24,6
IYVzpRutv_0,399,11,0
UqaOIjJYNVc,464,27,1
cNhL8W5_Kyk,355,57,1
m84znI6w4vQ,2202,12,1
t3wcp-6wzZU,684,34,0
UPqEYke8Fs8,694,23,0
STPkzjVylT4,21077,2051,119
hQgnxeQxDYs,1346,110,1
et6aEb10vOE,1888,183,19
P9wyZZUAEE0,6088,505,26
7MHSEAQcPJM,8684,186,0
wkqI7qzw_N4,5125,304,3
fSwL_L_c8iU,2654,241,12
uolc4ij7WxA,2202,222,1
dRtz5BmW-os,1287,144,4
xs5sos1Fi7k,1062,1,0
Mbla1dHamfA,1169,119,14
Br9AdKcjfDs,1465,336,20
OHhBFfERt3I,177,27,11
42-uy2T6Ug0,635,3,0
Wz9kQn_CZ14,140,17,0
p9P1bFG7RTM,2740,126,15
o9GFdBfxQ3s,2725,123,0
f-320jzVrnU,355,12,0
sPhHakb8niM,1534,286,14
RJifbz_SZ-o,254,17,2
bYp4xvQHe-k,549,35,0
1kqLmaTYsM4,82,14,1
cDETXlZhjT4,827,114,1
xPMbqtKdybo,455,7,0
Aj2aUehwV5E,1901,424,45
XGxGflp4fSw,607,16,0
wCGTjw3rInk,2330,6,0
CtRoHnRmZ7k,1676,206,3
bkmIF697j9o,575,72,7
7v9evmDenzU,760,8,0
-pNGww8PWtA,993,14,0
nMzM0pJHWH4,606,100,4
L3Sh8YTpONo,779,95,0
r4SOQNjaaj0,283,0,0
7z7NH5psElo,476,14,5
1KGpGq5bHHc,576,178,36
dMIZcSfPBDQ,296,3,1
SeKSmZSSf8k,438,37,3
7-O-eNZ-Bs0,70,0,0
tsEN0qjO1Nk,922,76,17
Oe1esH80fVY,797,15,10
j36io5IpYuU,828,67,1
c7x8gK-m2d8,2,0,0
VB0j2cWHIFg,1641,83,0
6sGlDHHf7dw,918,14,0
e_l7bUz_MA0,243,3,0
1fkQIS7gXGk,851,38,0
NOyn6bJSAC8,576,75,1
_IDF5_wKzHw,718,201,33
hMGVdoWfyHY,534,86,2
aGMucWdDg1s,42,1,0
XCXq60eyhcM,264,55,6
7eJrLlRzA9w,1214,178,4
QsMg6EKqnI8,4488,177,7
2dBWxu5yUJ4,3,0,0
12VPwpHv644,1246,88,16
NIRdcjYybNg,251,8,2
VOaI-JbF7c4,106,16,7
VdIHnXH0ohs,8683,870,38
ooGoVeCvjIg,67,8,1
3VEYub6MZ7w,351,3,2
oTxu870WomA,601,20,4
7-58EfEwpGk,1372,30,15
sxDo4ALnyLw,4500,158,9
hOTUbuZUiBM,943,38,1
Jy_4rJpynqQ,976,29,0
cillOfYon-o,74,19,7
disdRcJuURw,251,4,0
fDdMYmpOkQA,283,73,6
rooD4jIjT38,908,31,0
hd5auFJsr9U,492,115,7
LGnpZcQNwfA,822,18,0
zWzaE9jPsak,393,75,8
EZiSnxOzlNA,399,111,14
AsjKaQ0P0Ck,2,1,1
nfvy52zW0H4,101,22,8
pUcVsPAjcJQ,1476,18,1
TY5zSXYGTv4,18,9,2
sAwLWulhcng,921,78,2
Vf9zXzJOblI,1055,2,0
TUAIIgDZWYI,139,44,0
r6L53w4CU6U,1241,47,1
V-XKj53z-34,669,28,1
r5PmSHfbnKI,116,4,0
KKSLZMijs3g,638,19,2
FIwWkF0kSBA,569,18,4
LpQnQowK1lg,0,0,0
